source,city,sensor_id,pm25,pm10,co2_ppm,aqi_value,aqi_category,health_risk,latitude,longitude,recorded_at,processed_at
openaq_v3,Multan Industrial Estate,,4.2,,,17.5,Good,LOW,30.12714,71.38146,2026-07-11 22:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,BUITEMS,,15.52783317565918,,,58.2,Moderate,LOW,30.2713,66.9379,2025-08-20 08:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,OSCD,,12.6,,,52.1,Moderate,LOW,30.202854,66.993317,2026-04-06 06:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,Metropolitan corporation office ,,109.4,,,178.8,Unhealthy,HIGH,30.17631,71.48861,2026-04-14 09:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,Institute of Public Health,,11.7,,,48.8,Good,LOW,30.193314,66.955154,2026-07-08 08:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,NFC IET Multan,,15.1,,,57.3,Moderate,LOW,30.22382,71.53613,2026-07-07 08:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,A1 City Housing ,,22.0,,,71.8,Moderate,LOW,30.185308,66.97113,2026-07-07 08:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,women university,,5.8,,,24.2,Good,LOW,30.2515,71.57288,2026-07-11 22:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,Sheikh Khalifa Bin Zayyad hospital,,0.1,,,0.4,Good,LOW,30.082855,66.96167,2026-03-20 10:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,Helping hand Balochestan,,12.8,,,52.5,Moderate,LOW,30.240204,67.019051,2026-07-11 22:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,Muhammad Nawaz Sharif University of  Agriculture,,186.4,,,236.6,Very Unhealthy,HIGH,30.1477,71.44326,2026-06-15 03:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,EPA OFFICE,,24.4,,,76.9,Moderate,LOW,30.217964,66.977745,2026-07-11 22:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,Cantt Public School & College,,285.1,,,328.6,Hazardous,CRITICAL,30.1827,71.43621,2026-07-08 15:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,Dearchitecture House no C-36,,27.4,,,83.2,Moderate,LOW,30.208897,67.002403,2026-07-07 12:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,District officer Industries / Registrar of Firms,,262.46600341796875,,,310.5,Hazardous,CRITICAL,30.207826,71.439894,2025-11-27 03:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,"WASA office, Chungi #09",,167.3,,,217.6,Very Unhealthy,HIGH,30.20654,71.4762,2026-05-30 10:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,"UC office, khushal colony",,70.42288852267795,,,158.7,Unhealthy,HIGH,30.20817,71.49625,2026-01-30 10:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,"House#E/21 B,Khayaban Ali Housing scheme ",,30.1,,,88.9,Moderate,LOW,29.35128,71.69255,2026-07-11 23:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,PHA Bahawalpur,,28.8,,,86.1,Moderate,LOW,29.38746,71.70984,2026-07-11 23:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,Allama iqbal hospital,,104.8551668802897,,,176.5,Unhealthy,HIGH,32.503689,74.547365,2026-02-12 04:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,Commissioner Office,,31.0,,,90.7,Moderate,LOW,29.39228,71.69131,2026-07-11 15:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,Urban Resource Center,,23.0,,,73.9,Moderate,LOW,24.868,67.081833,2026-07-11 23:00:00+00:00,2026-07-12T11:25:50.717916+00:00
openaq_v3,Grand Asian University,,47.1,,,129.6,Unhealthy for Sensitive Groups,MEDIUM,32.437542,74.577984,2026-07-11 23:00:00+00:00,2026-07-12T11:25:50.717916+00:00
